Species,SpecCode,TempMin,TempMax
Dotalabrus aurantiacus,46798,NA,NA
Dotsugobius bleekeri,27566,NA,NA
Draconetta xenica,24195,NA,NA
Draculo celetus,17030,NA,NA
Draculo maugei,59302,NA,NA
Draculo mirabilis,24315,NA,NA
Draculo pogognathus,58170,NA,NA
Draculo shango,22723,NA,NA
Drepane africana,455,NA,NA
Drepane longimana,7692,NA,NA
Drepane punctata,454,NA,NA
Drombus dentifer,65423,NA,NA
Drombus globiceps,25070,NA,NA
Drombus halei,61024,NA,NA
Drombus key,8031,NA,NA
Drombus kranjiensis,25072,NA,NA
Drombus lepidothorax,61332,NA,NA
Drombus ocyurus,59244,NA,NA
Drombus palackyi,61671,NA,NA
Drombus simulus,9971,NA,NA
Drombus triangularis,9944,NA,NA
Dules auriga,12931,NA,NA
Dunckerocampus baldwini,12771,NA,NA
Dunckerocampus boylei,54745,NA,NA
Dunckerocampus chapmani,46121,NA,NA
Dunckerocampus dactyliophorus,5972,NA,NA
Dunckerocampus multiannulatus,14286,NA,NA
Dunckerocampus naia,64209,NA,NA
Dunckerocampus pessuliferus,7723,NA,NA
Dussumieria acuta,1453,NA,NA
Dussumieria elopsoides,1454,NA,NA
Dysalotus alcocki,16915,NA,NA
Dysalotus oligoscolus,16916,NA,NA
Echeneis naucrates,2467,NA,NA
Echeneis neucratoides,3543,NA,NA
Echidna amblyodon,58577,NA,NA
Echidna catenata,2609,NA,NA
Echidna delicatula,23273,NA,NA
Echidna leucotaenia,6486,NA,NA
Elacatinus randalli,23731,22,27
Elacatinus serranilla,64951,NA,NA
Elacatinus tenox,57961,NA,NA
Elacatinus xanthiprora,3878,NA,NA
Elagatis bipinnulata,412,NA,NA
Elassodiscus caudatus,51443,NA,NA
Elassodiscus obscurus,58873,NA,NA
Elassodiscus tremebundus,51417,NA,NA
Elates ransonnettii,6637,NA,NA
Elattarchus archidium,14023,NA,NA
Engraulis anchoita,1659,NA,NA
Engraulis australis,1660,NA,NA
Engraulis capensis,64907,NA,NA
Engraulis encrasicolus,66,NA,NA
Echidna nebulosa,5388,NA,NA
Echidna nocturna,8287,NA,NA
Echidna peli,9031,NA,NA
Echidna polyzona,5389,NA,NA
Echidna rhodochilus,11709,NA,NA
Echidna unicolor,6487,NA,NA
Echidna xanthospilos,27394,NA,NA
Echiichthys vipera,1364,NA,NA
Echinogobius hayashii,52710,NA,NA
Echinomacrurus mollis,56997,NA,NA
Echinomacrurus occidentalis,54413,NA,NA
Echinophryne crassispina,14039,NA,NA
Echinophryne mitchellii,14042,NA,NA
Echinophryne reynoldsi,24729,NA,NA
Echinorhinus brucus,641,NA,NA
Echinorhinus cookei,642,NA,NA
Echiodon anchipterus,62014,NA,NA
Echiodon atopus,62190,NA,NA
Echiodon coheni,52417,NA,NA
Echiodon cryomargarites,7141,NA,NA
Echiodon dawsoni,52423,NA,NA
Echiodon dentatus,46343,NA,NA
Echiodon drummondii,65,NA,NA
Echiodon exsilium,52421,NA,NA
Echiodon neotes,52442,NA,NA
Echiodon pegasus,52445,NA,NA
Echiodon prionodon,67414,NA,NA
Echiodon pukaki,52413,NA,NA
Echiodon rendahli,24981,NA,NA
Echiophis brunneus,13905,NA,NA
Echiophis intertinctus,2643,NA,NA
Echiophis punctifer,2645,NA,NA
Echiostoma barbatum,10214,NA,NA
Eckloniaichthys scylliorhiniceps,23227,NA,NA
Ecsenius aequalis,12632,NA,NA
Ecsenius alleni,27296,NA,NA
Ecsenius aroni,25794,NA,NA
Ecsenius australianus,13756,NA,NA
Ecsenius axelrodi,14660,NA,NA
Ecsenius bandanus,12633,NA,NA
Ecsenius bathi,12692,NA,NA
Ecsenius bicolor,6033,NA,NA
Ecsenius bimaculatus,7668,NA,NA
Ecsenius caeruliventris,62148,NA,NA
Ecsenius collettei,27537,NA,NA
Ecsenius dentex,27295,NA,NA
Ecsenius dilemma,7667,NA,NA
Ecsenius fijiensis,47382,NA,NA
Ecsenius fourmanoiri,27370,NA,NA
Ecsenius frontalis,12634,NA,NA
Ecsenius gravieri,12635,NA,NA
Ecsenius isos,47384,NA,NA
Ecsenius kurti,7670,NA,NA
Ecsenius lineatus,7567,NA,NA
Ecsenius lividanalis,7661,NA,NA
Ecsenius lubbocki,47385,NA,NA
Ecsenius mandibularis,13759,NA,NA
Ecsenius melarchus,7662,NA,NA
Ecsenius midas,7561,NA,NA
Ecsenius minutus,12636,NA,NA
Ecsenius monoculus,7666,NA,NA
Ecsenius nalolo,25451,NA,NA
Ecsenius namiyei,7664,NA,NA
Ecsenius niue,61237,NA,NA
Ecsenius oculatus,27278,NA,NA
Ecsenius oculus,7568,NA,NA
Ecsenius ops,61238,NA,NA
Ecsenius opsifrontalis,6034,NA,NA
Ecsenius pardus,27280,NA,NA
Ecsenius paroculus,14661,NA,NA
Ecsenius pictus,7669,NA,NA
Ecsenius polystictus,61239,NA,NA
Ecsenius portenoyi,27293,NA,NA
Ecsenius prooculis,27538,NA,NA
Ecsenius pulcher,27276,NA,NA
Ecsenius randalli,58171,NA,NA
Ecsenius schroederi,13048,NA,NA
Ecsenius sellifer,6035,NA,NA
Ecsenius shirleyae,62149,NA,NA
Ecsenius springeri,69217,NA,NA
Ecsenius stictus,13760,NA,NA
Ecsenius stigmatura,7663,NA,NA
Ecsenius taeniatus,47386,NA,NA
Ecsenius tessera,27294,NA,NA
Ecsenius tigris,12638,NA,NA
Ecsenius tricolor,59858,NA,NA
Ecsenius trilineatus,12640,NA,NA
Ecsenius yaeyamaensis,6036,NA,NA
Ectreposebastes imus,5101,NA,NA
Ectreposebastes niger,46988,NA,NA
Edentoliparis terraenovae,7177,NA,NA
Eeyorius hutchinsi,2009,NA,NA
Egglestonichthys bombylios,59336,NA,NA
Egglestonichthys fulmen,70366,NA,NA
Egglestonichthys melanoptera,60623,NA,NA
Egglestonichthys patriciae,59264,NA,NA
Egglestonichthys rubidus,69336,NA,NA
Egglestonichthys ulbubunitj,70367,25.8,28.4
Ego zebra,26691,NA,NA
Ehirava fluviatilis,1559,NA,NA
Einara edentula,10813,NA,NA
Einara macrolepis,10873,NA,NA
Ekemblemaria lira,54349,NA,NA
Ekemblemaria myersi,46744,NA,NA
Ekemblemaria nigra,47264,NA,NA
Eknomoliparis chirichignoae,54878,NA,NA
Elacatinus atronasus,47274,NA,NA
Elacatinus cayman,67639,NA,NA
Elacatinus centralis,67640,NA,NA
Elacatinus chancei,23734,NA,NA
Elacatinus colini,64950,NA,NA
Elacatinus evelynae,16640,22,27
Elacatinus figaro,50627,NA,NA
Elacatinus genie,12443,23,28
Elacatinus horsti,3873,NA,NA
Elacatinus illecebrosus,23732,22,28
Elacatinus jarocho,63411,NA,NA
Elacatinus lobeli,65036,NA,NA
Elacatinus lori,61017,NA,NA
Elacatinus louisae,16639,NA,NA
Elacatinus oceanops,3876,21,28
Elacatinus phthirophagus,64757,NA,NA
Elacatinus pridisi,62023,NA,NA
Elacatinus prochilos,23733,NA,NA
Elacatinus puncticulatus,46894,NA,NA
Electrolux addisoni,63783,NA,NA
Electrona antarctica,6984,NA,NA
Electrona carlsbergi,6985,NA,NA
Electrona paucirastra,6986,NA,NA
Electrona risso,1714,NA,NA
Electrona subaspera,6987,NA,NA
Eleginops maclovinus,466,NA,NA
Eleginus gracilis,315,NA,NA
Eleginus nawaga,314,NA,NA
Eleotrica cableae,46867,NA,NA
Eleotris acanthopomus,11794,NA,NA
Eleotris amblyopsis,28013,25,28
Eleotris balia,61535,NA,NA
Eleotris diamsoi,69607,NA,NA
Eleotris fusca,8034,25,NA
Eleotris lutea,25264,NA,NA
Eleotris macrocephala,61516,NA,NA
Eleotris macrolepis,61517,NA,NA
Eleotris mauritiana,23089,NA,NA
Eleotris melanosoma,10013,25,NA
Eleotris oxycephala,15874,NA,NA
Eleotris pisonis,3829,25,30
Eleotris sahanaensis,69608,NA,NA
Eleotris valadei,69606,NA,NA
Eleotris vittata,2495,22,28
Eleutherochir opercularis,25050,NA,NA
Eleutheronema rhadinum,59426,NA,NA
Eleutheronema tetradactylum,340,NA,NA
Eleutheronema tridactylum,14514,NA,NA
Ellochelon vaigiensis,5656,NA,NA
Elops affinis,2601,NA,NA
Elops hawaiensis,6415,NA,NA
Elops lacerta,4959,NA,NA
Elops machnata,5512,NA,NA
Elops saurus,175,11.3,34.1
Elops senegalensis,5023,NA,NA
Elops smithi,65327,NA,NA
Ematops randalli,56391,NA,NA
Embiotoca jacksoni,3628,NA,NA
Embiotoca lateralis,3629,NA,NA
Emblemaria atlantica,3715,NA,NA
Emblemaria australis,60581,NA,NA
Emblemaria biocellata,27911,NA,NA
Emblemaria caldwelli,47267,NA,NA
Emblemaria caycedoi,57924,NA,NA
Emblemaria culmenis,27912,NA,NA
Emblemaria diphyodontis,27913,NA,NA
Emblemaria hudsoni,54805,NA,NA
Emblemaria hyltoni,47266,NA,NA
Emblemaria hypacanthus,46774,NA,NA
Emblemaria nivipes,46776,NA,NA
Emblemaria pandionis,3718,NA,NA
Emblemaria piratica,46778,NA,NA
Emblemaria piratula,3719,NA,NA
Emblemaria vitta,60577,NA,NA
Emblemaria walkeri,46780,NA,NA
Emblemariopsis bahamensis,3716,NA,NA
Emblemariopsis bottomei,54727,NA,NA
Emblemariopsis carib,65877,NA,NA
Emblemariopsis dianae,64633,NA,NA
Emblemariopsis diaphana,3717,NA,NA
Emblemariopsis falcon,70136,NA,NA
Emblemariopsis lancea,70135,NA,NA
Emblemariopsis leptocirris,47269,NA,NA
Emblemariopsis occidentalis,16491,NA,NA
Emblemariopsis pricei,57925,NA,NA
Emblemariopsis randalli,27952,NA,NA
Emblemariopsis ruetzleri,60579,NA,NA
Emblemariopsis signifer,48175,NA,NA
Emblemariopsis tayrona,57458,NA,NA
Emmelichthyops atlanticus,3571,NA,NA
Emmelichthys cyanescens,51667,NA,NA
Emmelichthys elongatus,55128,NA,NA
Emmelichthys karnellai,51668,NA,NA
Emmelichthys marisrubri,67648,NA,NA
Emmelichthys nitidus,395,NA,NA
Emmelichthys ruber,10194,NA,NA
Emmelichthys struhsakeri,8213,NA,NA
Encheliophis boraborensis,16829,NA,NA
Encheliophis chardewalli,61614,NA,NA
Encheliophis gracilis,9204,NA,NA
Encheliophis homei,4832,NA,NA
Encheliophis sagamianus,23228,NA,NA
Encheliophis vermicularis,10226,NA,NA
Encheliophis vermiops,27861,NA,NA
Enchelybrotula gomoni,50561,NA,NA
Enchelybrotula paucidens,50562,NA,NA
Enchelycore anatina,8087,NA,NA
Enchelycore bayeri,6488,NA,NA
Enchelycore bikiniensis,6489,NA,NA
Enchelycore carychroa,2610,NA,NA
Enchelycore kamara,56835,NA,NA
Enchelycore lichenosa,10136,NA,NA
Enchelycore nigricans,1098,NA,NA
Enchelycore nycturanus,60957,NA,NA
Enchelycore octaviana,13780,NA,NA
Enchelycore pardalis,7451,NA,NA
Enchelycore propinqua,70588,NA,NA
Enchelycore ramosa,23012,NA,NA
Enchelycore schismatorhynchus,6490,NA,NA
Enchelynassa canina,6491,NA,NA
Enchelyopus cimbrius,1874,NA,NA
Enchelyurus ater,13753,NA,NA
Enchelyurus brunneolus,59664,NA,NA
Enchelyurus flavipes,59604,NA,NA
Enchelyurus kraussii,6062,NA,NA
Enchelyurus petersi,58173,NA,NA
Encrasicholina auster,70078,NA,NA
Encrasicholina devisi,555,NA,NA
Encrasicholina gloria,68447,NA,NA
Encrasicholina heteroloba,556,NA,NA
Encrasicholina integra,69530,NA,NA
Encrasicholina intermedia,68446,NA,NA
Encrasicholina macrocephala,68521,NA,NA
Encrasicholina oligobranchus,557,NA,NA
Encrasicholina punctifer,558,NA,NA
Encrasicholina purpurea,559,NA,NA
Encrasicholina sigma,69939,NA,NA
Engraulis eurystole,1662,NA,NA
Engraulis japonicus,1663,8,30
Engraulis maeoticus,64732,NA,NA
Engraulis mordax,1664,NA,NA
Engraulis ringens,4,13,23
Engyophrys sanctilaurentii,13558,NA,NA
Engyophrys senta,4220,NA,NA
Engyprosopon annulatum,60531,NA,NA
Engyprosopon arenicola,54889,NA,NA
Engyprosopon bellonaense,15562,NA,NA
Engyprosopon bleekeri,15563,NA,NA
Engyprosopon brevifrontale,69695,NA,NA
Engyprosopon filipennis,55432,NA,NA
Engyprosopon grandisquama,1324,NA,NA
Engyprosopon hawaiiense,58965,NA,NA
Engyprosopon hensleyi,24584,NA,NA
Engyprosopon hureaui,15567,NA,NA
Engyprosopon kushimotoense,63770,NA,NA
Engyprosopon latifrons,15569,NA,NA
Engyprosopon longipelvis,24222,NA,NA
Engyprosopon longipterum,15584,NA,NA
Engyprosopon macrolepis,5344,NA,NA
Engyprosopon maldivense,13970,NA,NA
Engyprosopon marquisense,62609,NA,NA
Engyprosopon mogkii,15583,NA,NA
Engyprosopon mozambiquense,64714,NA,NA
Engyprosopon multisquama,24221,NA,NA
Engyprosopon natalense,8831,NA,NA
Engyprosopon obliquioculatum,23899,NA,NA
Engyprosopon osculus,50827,NA,NA
Engyprosopon parvipectorale,69696,NA,NA
Engyprosopon praeteritus,69701,NA,NA
Engyprosopon raoulense,24518,NA,NA
Engyprosopon regani,54887,NA,NA
Engyprosopon rostratum,15582,NA,NA
Engyprosopon sechellense,53218,NA,NA
Engyprosopon septempes,15581,NA,NA
Engyprosopon vanuatuense,62088,NA,NA
Engyprosopon xenandrus,59555,NA,NA
Engyprosopon xystrias,15580,NA,NA
Enigmacanthus filamentosus,60869,NA,NA
Enigmapercis acutirostris,59411,NA,NA
Enigmapercis reducta,51509,NA,NA
Enneanectes altivelis,3720,NA,NA
Enneanectes atrorus,16503,NA,NA
Enneanectes boehlkei,3721,NA,NA
Enneanectes carminalis,46539,NA,NA
Enneanectes deloachorum,67691,NA,NA
Enneanectes exsul,66966,NA,NA
Enneanectes flavus,68994,NA,NA
Enneanectes glendae,66964,NA,NA
Enneanectes jordani,3722,NA,NA
Enneanectes macrops,66965,NA,NA
Enneanectes matador,67692,NA,NA
Enneanectes quadra,68358,NA,NA
Enneanectes reticulatus,46611,NA,NA
Enneanectes smithi,27244,NA,NA
Enneanectes wilki,67693,NA,NA
Enneapterygius abeli,16974,NA,NA
Enneapterygius altipinnis,69457,NA,NA
Enneapterygius atriceps,51538,NA,NA
Enneapterygius atrogulare,46800,NA,NA
Enneapterygius bahasa,51539,NA,NA
Enneapterygius cheni,27080,NA,NA
Enneapterygius clarkae,16975,NA,NA
Enneapterygius clea,51540,NA,NA
Enneapterygius destai,56507,NA,NA
Enneapterygius elaine,63109,NA,NA
Enneapterygius elegans,16977,NA,NA
Enneapterygius etheostoma,23564,NA,NA
Enneapterygius fasciatus,27542,NA,NA
Enneapterygius flavoccipitis,49506,NA,NA
Enneapterygius fuscoventer,51541,NA,NA
Enneapterygius genamaculatus,63111,NA,NA
Enneapterygius gracilis,46931,NA,NA
Enneapterygius gruschkai,63112,NA,NA
Enneapterygius hemimelas,14196,NA,NA
Enneapterygius hollemani,26344,NA,NA
Enneapterygius howensis,51543,NA,NA
Enneapterygius hsiojenae,65456,NA,NA
Enneapterygius kermadecensis,46958,NA,NA
Enneapterygius kosiensis,63113,NA,NA
Enneapterygius larsonae,46963,NA,NA
Enneapterygius leucopunctatus,65448,NA,NA
Enneapterygius melanospilus,26868,NA,NA
Enneapterygius minutus,14198,NA,NA
Enneapterygius mirabilis,46972,NA,NA
Enneapterygius miyakensis,51544,NA,NA
Enneapterygius namarrgon,51546,NA,NA
Enneapterygius nanus,14203,NA,NA
Enneapterygius niger,46787,NA,NA
Enneapterygius nigricauda,51547,NA,NA
Enneapterygius niue,68365,NA,NA
Enneapterygius obscurus,25377,NA,NA
Enneapterygius ornatus,51549,NA,NA
Enneapterygius pallidoserialis,51550,NA,NA
Enneapterygius pallidus,66817,NA,NA
Enneapterygius paucifasciatus,46980,NA,NA
Enneapterygius philippinus,49509,NA,NA
Enneapterygius phoenicosoma,69364,NA,NA
Enneapterygius pusillus,16979,NA,NA
Enneapterygius pyramis,46984,NA,NA
Enneapterygius qirmiz,66404,NA,NA
Enneapterygius randalli,51551,NA,NA
Enneapterygius rhabdotus,46987,NA,NA
Enneapterygius rhothion,51553,NA,NA
Enneapterygius rubicauda,51555,NA,NA
Enneapterygius rufopileus,27520,NA,NA
Enneapterygius senoui,64603,NA,NA
Enneapterygius shaoi,64849,NA,NA
Enneapterygius sheni,64848,NA,NA
Enneapterygius signicauda,51557,NA,NA
Enneapterygius similis,51558,NA,NA
Enneapterygius triserialis,47041,NA,NA
Enneapterygius trisignatus,61161,NA,NA
Enneapterygius tutuilae,47045,NA,NA
Enneapterygius unimaculatus,51559,NA,NA
Enneapterygius ventermaculus,16981,NA,NA
Enneapterygius vexillarius,51560,NA,NA
Enneapterygius williamsi,51561,NA,NA
Enneapterygius ziegleri,47048,NA,NA
Enophrys bison,4086,NA,NA
Enophrys diceraus,4087,NA,NA
Enophrys lucasi,4088,NA,NA
Enophrys taurina,4089,NA,NA
Enoplosus armatus,4341,NA,NA
Entelurus aequoreus,67,NA,NA
Epinephelus retouti,7361,NA,NA
Epinephelus rivulatus,6001,NA,NA
Epinephelus sexfasciatus,4825,NA,NA
Epinephelus socialis,7362,NA,NA
Epinephelus spilotoceps,5837,NA,NA
Epinephelus stictus,7363,NA,NA
Epinephelus stoliczkae,7364,NA,NA
Epinephelus striatus,18,NA,NA
Epinephelus suborbitalis,7365,NA,NA
Epinephelus summana,7366,NA,NA
Epinephelus tauvina,4461,NA,NA
Epinephelus timorensis,7367,NA,NA
Ethmalosa fimbriata,1594,NA,NA
Ethmidium maculatum,1593,NA,NA
Eurypharynx pelecanoides,4526,NA,NA
Eurypleuron cinereum,62016,NA,NA
Eurypleuron owasianum,24980,NA,NA
Eusphyra blochii,908,NA,NA
Eusphyra laticeps,69723,NA,NA
Eustomias achirus,11736,NA,NA
Eustomias acinosus,60281,NA,NA
Eustomias aequatorialis,51706,NA,NA
Eustomias albibulbus,61133,NA,NA
Eustomias appositus,59151,NA,NA
Eustomias arborifer,11737,NA,NA
Eustomias australensis,24531,NA,NA
Eustomias austratlanticus,59811,NA,NA
Eustomias bertelseni,59820,NA,NA
Eustomias bibulboides,59812,NA,NA
Eustomias bibulbosus,59809,NA,NA
Entomacrodus cadenati,22665,NA,NA
Entomacrodus caudofasciatus,6037,NA,NA
Entomacrodus chapmani,55251,NA,NA
Entomacrodus chiostictus,46791,NA,NA
Entomacrodus corneliae,58172,NA,NA
Entomacrodus cymatobiotus,6038,NA,NA
Entomacrodus decussatus,6039,NA,NA
Entomacrodus epalzeocheilos,22835,NA,NA
Entomacrodus lemuria,59472,NA,NA
Entomacrodus lighti,60080,NA,NA
Entomacrodus longicirrus,62918,NA,NA
Entomacrodus macrospilus,60082,NA,NA
Entomacrodus marmoratus,7831,NA,NA
Entomacrodus nigricans,3756,NA,NA
Entomacrodus niuafoouensis,6040,NA,NA
Entomacrodus randalli,60081,NA,NA
Entomacrodus rofeni,58174,NA,NA
Entomacrodus sealei,6041,NA,NA
Entomacrodus solus,65522,NA,NA
Entomacrodus stellifer,6042,NA,NA
Entomacrodus strasburgi,58175,NA,NA
Entomacrodus striatus,6043,NA,NA
Entomacrodus textilis,22667,NA,NA
Entomacrodus thalassinus,6044,NA,NA
Entomacrodus vermiculatus,25694,NA,NA
Entomacrodus vomerinus,12939,NA,NA
Entomacrodus williamsi,59471,NA,NA
Entosphenus tridentatus,2529,NA,NA
Eocallionymus papilio,14436,NA,NA
Eopsetta grigorjewi,8842,NA,NA
Eopsetta jordani,4237,NA,NA
Epetriodus freddyi,16782,NA,NA
Ephippion guttifer,4960,NA,NA
Ephippus goreensis,4938,NA,NA
Ephippus orbis,8243,NA,NA
Epibulus brevis,63878,NA,NA
Epibulus insidiator,5606,NA,NA
Epigonus affinis,54917,NA,NA
Epigonus angustifrons,54907,NA,NA
Epigonus atherinoides,23459,NA,NA
Epigonus carbonarius,66035,NA,NA
Epigonus cavaticus,63445,NA,NA
Epigonus chilensis,66613,NA,NA
Epigonus constanciae,2506,NA,NA
Epigonus crassicaudus,54788,NA,NA
Epigonus ctenolepis,23460,NA,NA
Epigonus denticulatus,2507,NA,NA
Epigonus devaneyi,54906,NA,NA
Epigonus draco,67837,NA,NA
Epigonus elegans,54916,NA,NA
Epigonus elongatus,54911,NA,NA
Epigonus exodon,66620,NA,NA
Epigonus fragilis,54899,NA,NA
Epigonus glossodontus,54905,NA,NA
Epigonus heracleus,54915,NA,NA
Epigonus indicus,69352,NA,NA
Epigonus lenimen,14358,NA,NA
Epigonus lifouensis,67049,NA,NA
Epigonus machaera,66614,NA,NA
Epigonus macrops,14837,NA,NA
Epigonus marimonticolus,54912,NA,NA
Epigonus marisrubri,65391,NA,NA
Epigonus mayeri,66036,NA,NA
Epigonus notacanthus,54908,NA,NA
Epigonus occidentalis,54901,NA,NA
Epigonus okamotoi,68507,NA,NA
Epigonus oligolepis,54902,NA,NA
Epigonus pandionis,10770,NA,NA
Epigonus parini,54914,NA,NA
Epigonus pectinifer,23457,NA,NA
Epigonus robustus,14365,NA,NA
Epigonus telescopus,2508,NA,NA
Epigonus thai,67355,NA,NA
Epigonus trunovi,67358,NA,NA
Epigonus tuberculatus,67050,NA,NA
Epigonus waltersensis,54920,NA,NA
Epinephelides armatus,15101,NA,NA
Epinephelus adscensionis,14,NA,NA
Epinephelus aeneus,426,NA,NA
Epinephelus akaara,5158,NA,NA
Epinephelus amblycephalus,6459,NA,NA
Epinephelus analogus,348,NA,NA
Epinephelus andersoni,5523,NA,NA
Epinephelus areolatus,5367,NA,NA
Epinephelus awoara,7329,NA,NA
Epinephelus bilobatus,7331,NA,NA
Epinephelus bleekeri,7333,NA,NA
Epinephelus bontoides,6460,NA,NA
Epinephelus bruneus,7335,NA,NA
Epinephelus caninus,9217,NA,NA
Epinephelus chlorocephalus,7337,NA,NA
Epinephelus chlorostigma,5524,NA,NA
Epinephelus clippertonensis,61252,NA,NA
Epinephelus coeruleopunctatus,6440,NA,NA
Epinephelus coioides,6465,NA,NA
Epinephelus corallicola,6466,NA,NA
Epinephelus costae,9224,NA,NA
Epinephelus craigi,69504,NA,NA
Epinephelus cyanopodus,5349,NA,NA
Epinephelus daemelii,7338,NA,NA
Epinephelus diacanthus,7340,NA,NA
Epinephelus drummondhayi,1204,NA,NA
Epinephelus epistictus,7341,NA,NA
Epinephelus erythrurus,7343,NA,NA
Epinephelus fasciatomaculosus,6467,NA,NA
Epinephelus fasciatus,5348,NA,NA
Epinephelus faveatus,7344,NA,NA
Epinephelus flavocaeruleus,7345,NA,NA
Epinephelus fuscoguttatus,4460,NA,NA
Epinephelus fuscomarginatus,69505,NA,NA
Epinephelus gabriellae,7346,NA,NA
Epinephelus geoffroyi,69479,NA,NA
Epinephelus goreensis,4961,NA,NA
Epinephelus guttatus,15,NA,NA
Epinephelus heniochus,7347,NA,NA
Epinephelus hexagonatus,6660,NA,NA
Epinephelus howlandi,7348,NA,NA
Epinephelus indistinctus,7349,NA,NA
Epinephelus insularis,69480,NA,NA
Epinephelus irroratus,7393,NA,NA
Epinephelus itajara,16,NA,NA
Epinephelus japonicus,69478,NA,NA
Epinephelus kupangensis,68868,NA,NA
Epinephelus labriformis,8196,NA,NA
Epinephelus lanceolatus,6468,NA,NA
Epinephelus latifasciatus,7350,NA,NA
Epinephelus lebretonianus,7351,NA,NA
Epinephelus longispinis,7352,NA,NA
Epinephelus macrospilos,6661,NA,NA
Epinephelus maculatus,5350,NA,NA
Epinephelus magniscuttis,6469,NA,NA
Epinephelus malabaricus,6439,NA,NA
Epinephelus marginatus,6470,NA,NA
Epinephelus melanostigma,6471,NA,NA
Epinephelus merra,4923,NA,NA
Epinephelus miliaris,7353,NA,NA
Epinephelus morio,17,NA,NA
Epinephelus morrhua,5353,NA,NA
Epinephelus multinotatus,7354,NA,NA
Epinephelus ongus,6472,NA,NA
Epinephelus poecilonotus,7357,NA,NA
Epinephelus polylepis,7358,NA,NA
Epinephelus polyphekadion,6473,NA,NA
Epinephelus posteli,7359,NA,NA
Epinephelus quinquefasciatus,66479,NA,NA
Epinephelus quoyanus,6475,NA,NA
Epinephelus radiatus,7360,NA,NA
Epinephelus trimaculatus,7368,NA,NA
Epinephelus trophis,7369,NA,NA
Epinephelus tuamotuensis,7370,NA,NA
Epinephelus tukula,5525,NA,NA
Epinephelus undulatostriatus,7371,NA,NA
Epinephelus undulosus,6476,NA,NA
Epinnula magistralis,8468,NA,NA
Epinnula pacifica,69188,NA,NA
Eptatretus aceroi,68361,NA,NA
Eptatretus alastairi,65769,NA,NA
Eptatretus albiderma,69563,NA,NA
Eptatretus ancon,58654,NA,NA
Eptatretus astrolabium,65782,NA,NA
Eptatretus atami,8717,NA,NA
Eptatretus bischoffii,54060,NA,NA
Eptatretus bobwisneri,60945,NA,NA
Eptatretus burgeri,8712,NA,NA
Eptatretus caribbeaus,54061,NA,NA
Eptatretus carlhubbsi,48857,NA,NA
Eptatretus cheni,54062,NA,NA
Eptatretus chinensis,54063,NA,NA
Eptatretus cirrhatus,23878,NA,NA
Eptatretus cryptus,68253,NA,NA
Eptatretus deani,2511,NA,NA
Eptatretus fritzi,54065,NA,NA
Eptatretus goliath,63160,NA,NA
Eptatretus gomoni,65770,NA,NA
Eptatretus goslinei,69499,NA,NA
Eptatretus grouseri,54368,NA,NA
Eptatretus hexatrema,8713,NA,NA
Eptatretus indrambaryai,54066,NA,NA
Eptatretus laurahubbsae,48869,NA,NA
Eptatretus longipinnis,23881,NA,NA
Eptatretus luzonicus,61662,6.8,NA
Eptatretus mcconnaugheyi,54067,NA,NA
Eptatretus mccoskeri,60944,NA,NA
Eptatretus mendozai,54068,NA,NA
Eptatretus menezesi,59517,NA,NA
Eptatretus minor,54069,NA,NA
Eptatretus moki,61663,NA,NA
Eptatretus multidens,54070,NA,NA
Eptatretus nanii,54072,NA,NA
Eptatretus nelsoni,54075,NA,NA
Eptatretus octatrema,15728,NA,NA
Eptatretus okinoseanus,17195,NA,NA
Eptatretus poicilus,68254,NA,NA
Eptatretus polytrema,8714,NA,NA
Eptatretus profundus,15729,NA,NA
Eptatretus sheni,54076,NA,NA
Eptatretus sinus,54077,NA,NA
Eptatretus springeri,8715,NA,NA
Eptatretus stoutii,2512,NA,NA
Eptatretus strahani,48873,NA,NA
Eptatretus strickrotti,63624,NA,NA
Eptatretus taiwanae,54078,NA,NA
Eptatretus walkeri,61664,NA,NA
Eptatretus wandoensis,69074,NA,NA
Eptatretus wayuu,58651,NA,NA
Eptatretus yangi,54080,NA,NA
Eques lanceolatus,3584,NA,NA
Equetus punctatus,3585,NA,NA
Equulites aethopos,69026,NA,NA
Equulites berbis,7748,NA,NA
Equulites elongatus,69025,NA,NA
Equulites klunzingeri,27024,NA,NA
Equulites laterofenestra,63518,NA,NA
Equulites leuciscus,4453,26,29
Equulites lineolatus,4563,NA,NA
Equulites oblongus,58321,NA,NA
Equulites popei,4450,NA,NA
Equulites rivulatus,23466,NA,NA
Eretmichthys pinnatus,54125,NA,NA
Eretmophorus kleinenbergi,57270,NA,NA
Ereunias grallator,4314,NA,NA
Ericandersonia sagamia,63386,NA,NA
Ericentrus rubrus,46999,NA,NA
Eridacnis barbouri,4532,NA,NA
Eridacnis radcliffei,5919,NA,NA
Eridacnis sinuans,5920,NA,NA
Erilepis zonifer,4031,NA,NA
Erisphex aniarus,10539,NA,NA
Erisphex philippinus,10633,NA,NA
Erisphex pottii,9238,NA,NA
Erisphex simplex,59073,NA,NA
Ernogrammus hexagrammus,23788,NA,NA
Ernogrammus walkeri,48853,NA,NA
Ernogrammus zhirmunskii,66022,NA,NA
Erosa erosa,10752,NA,NA
Erotelis armiger,54364,NA,NA
Erotelis smaragdus,3830,NA,NA
Erythrocles acarina,51664,NA,NA
Erythrocles microceps,50592,NA,NA
