ncbi_taxon_id,species,subspecies,family_x,target_list_status,sequencing_status,synonym,publication_id,aphia_id,url,scientificname,authority,status,rank,valid_AphiaID,valid_name,order,family_y,genus,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,modified,SpecCode,DepthRangeShallow,DepthRangeDeep,Northernmost,NorthSouthN,Southermost,NorthSouthS,Westernmost,WestEastW,Easternmost,WestEastE,TempMin,TempMax
1498636,Kalyptatherina helodes,-,Telmatherinidae,long_list,-,-,-,281206,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281206,Kalyptatherina helodes,"(Ivantsoff & Allen, 1984)",accepted,Species,281206,Kalyptatherina helodes,Atheriniformes,Telmatherinidae,Kalyptatherina,1,1,0,0,NA,2008-01-15T17:27:08Z,15311,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500660,Liopropoma olneyi,-,Serranidae,long_list,-,-,-,1007134,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1007134,Liopropoma olneyi,"Baldwin & Johnson, 2014",accepted,Species,1007134,Liopropoma olneyi,Perciformes,Epinephelidae,Liopropoma,1,0,0,0,NA,2017-07-03T08:18:28Z,67340,123,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500688,Acyrtus artius,-,Gobiesocidae,long_list,-,-,-,279505,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279505,Acyrtus artius,"Briggs, 1955",accepted,Species,279505,Acyrtus artius,Gobiesociformes,Gobiesocidae,Acyrtus,1,0,0,0,NA,2008-01-15T17:27:08Z,16662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500689,Acyrtus lanthanum,-,Gobiesocidae,long_list,-,-,-,1006979,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1006979,Acyrtus lanthanum,"Conway, Baldwin & White, 2014",accepted,Species,1006979,Acyrtus lanthanum,Gobiesociformes,Gobiesocidae,Acyrtus,1,0,0,0,NA,2017-07-03T08:18:28Z,67983,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500690,Acyrtus rubiginosus,-,Gobiesocidae,long_list,-,-,-,279507,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279507,Acyrtus rubiginosus,"(Poey, 1868)",accepted,Species,279507,Acyrtus rubiginosus,Gobiesociformes,Gobiesocidae,Acyrtus,1,0,0,0,NA,2008-01-15T17:27:08Z,16677,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500691,Arcos nudus,-,Gobiesocidae,long_list,-,-,-,1020567,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1020567,Arcos nudus,"(Linnaeus, 1758)",accepted,Species,1020567,Arcos nudus,Gobiesociformes,Gobiesocidae,Arcos,1,1,0,0,NA,2017-07-18T06:48:51Z,16663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500692,Gobiesox strumosus,-,Gobiesocidae,long_list,-,-,-,158787,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158787,Gobiesox strumosus,"Cope, 1870",accepted,Species,158787,Gobiesox strumosus,Gobiesociformes,Gobiesocidae,Gobiesox,1,1,0,0,NA,2008-01-15T17:27:08Z,3079,0,33,41,N,24,S,NA,NA,NA,NA,NA,NA
1500708,Parvicrepis parvipinnis,-,Gobiesocidae,long_list,-,-,-,282176,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282176,Parvicrepis parvipinnis,"(Waite, 1906)",accepted,Species,282176,Parvicrepis parvipinnis,Gobiesociformes,Gobiesocidae,Parvicrepis,1,0,0,0,NA,2008-01-15T17:27:08Z,51502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500728,Pseudojuloides edwardi,-,Labridae,long_list,-,-,-,1007070,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1007070,Pseudojuloides edwardi,"Victor & Randall, 2014",accepted,Species,1007070,Pseudojuloides edwardi,Eupercaria incertae sedis,Labridae,Pseudojuloides,1,0,0,0,NA,2017-07-03T08:18:28Z,67650,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500729,Pseudojuloides elongatus,-,Labridae,long_list,-,-,-,276704,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276704,Pseudojuloides elongatus,"Ayling & Russell, 1977",accepted,Species,276704,Pseudojuloides elongatus,Eupercaria incertae sedis,Labridae,Pseudojuloides,1,0,0,0,NA,2008-01-15T17:27:08Z,4848,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500730,Pseudojuloides pyrius,-,Labridae,long_list,-,-,-,276708,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276708,Pseudojuloides pyrius,"Randall & Randall, 1981",accepted,Species,276708,Pseudojuloides pyrius,Eupercaria incertae sedis,Labridae,Pseudojuloides,1,0,0,0,NA,2008-01-15T17:27:08Z,4850,18,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500732,Pseudojuloides xanthomos,-,Labridae,long_list,-,-,-,219049,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219049,Pseudojuloides xanthomos,"Randall & Randall, 1981",accepted,Species,219049,Pseudojuloides xanthomos,Eupercaria incertae sedis,Labridae,Pseudojuloides,1,0,0,0,NA,2008-01-15T17:27:08Z,4852,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501134,Liopropoma aberrans,-,Serranidae,long_list,-,-,-,275934,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275934,Liopropoma aberrans,"(Poey, 1860)",accepted,Species,275934,Liopropoma aberrans,Perciformes,Epinephelidae,Liopropoma,1,0,0,0,NA,2008-01-15T17:27:08Z,61267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501136,Bathyanthias mexicanus,-,Serranidae,long_list,-,-,-,279868,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279868,Bathyanthias mexicanus,"(Schultz, 1958)",accepted,Species,279868,Bathyanthias mexicanus,Perciformes,Epinephelidae,Bathyanthias,1,0,0,0,NA,2008-01-15T17:27:08Z,3338,70,135,30,N,4,N,98,w,50,w,NA,NA
1502862,Trachipterus ishikawae,-,Trachipteridae,long_list,-,-,-,272533,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272533,Trachipterus ishikawae,"Jordan & Snyder, 1901",accepted,Species,272533,Trachipterus ishikawae,Lampriformes,Trachipteridae,Trachipterus,1,0,0,0,NA,2008-01-15T17:27:08Z,23360,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502865,Tetragonurus pacificus,-,Tetragonuridae,long_list,-,-,-,274002,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274002,Tetragonurus pacificus,"Abe, 1953",accepted,Species,274002,Tetragonurus pacificus,Scombriformes,Tetragonuridae,Tetragonurus,1,0,0,0,NA,2008-01-15T17:27:08Z,26385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502867,Stlengis misakia,-,Cottidae,long_list,-,-,-,282904,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282904,Stlengis misakia,"(Jordan & Starks, 1904)",accepted,Species,282904,Stlengis misakia,Perciformes,Cottidae,Stlengis,1,0,0,0,NA,2008-01-15T17:27:08Z,23925,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502869,Paracentropogon rubripinnis,-,Tetrarogidae,long_list,-,-,-,277237,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277237,Paracentropogon rubripinnis,"(Temminck & Schlegel, 1843)",accepted,Species,277237,Paracentropogon rubripinnis,Perciformes,Tetrarogidae,Paracentropogon,1,0,0,0,NA,2008-01-15T17:27:08Z,4590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502963,Squatina argentina,-,Squatinidae,long_list,-,-,-,271664,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271664,Squatina argentina,"(Marini, 1930)",accepted,Species,271664,Squatina argentina,Squatiniformes,Squatinidae,Squatina,1,0,0,0,NA,2008-01-15T17:27:08Z,727,100,400,19,S,53,S,68,W,38,W,NA,NA
1503326,Callionymus formosanus,-,Callionymidae,long_list,-,-,-,273182,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273182,Callionymus formosanus,"Fricke, 1981",accepted,Species,273182,Callionymus formosanus,Callionymiformes,Callionymidae,Callionymus,1,0,0,0,NA,2008-01-15T17:27:08Z,24197,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503327,Callionymus sokonumeri,-,Callionymidae,long_list,-,-,-,302260,https://www.marinespecies.org/aphia.php?p=taxdetails&id=302260,Callionymus sokonumeri,"Kamohara, 1936",accepted,Species,302260,Callionymus sokonumeri,Callionymiformes,Callionymidae,Callionymus,1,0,0,0,NA,2017-07-12T07:04:06Z,24198,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503328,Diplogrammus xenicus,-,Callionymidae,long_list,-,-,-,276338,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276338,Diplogrammus xenicus,"(Jordan & Thompson, 1914)",accepted,Species,276338,Diplogrammus xenicus,Callionymiformes,Callionymidae,Diplogrammus,1,0,0,0,NA,2008-01-15T17:27:08Z,25837,9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503330,Foetorepus calauropomus,-,Callionymidae,long_list,-,-,-,276341,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276341,Foetorepus calauropomus,"(Richardson, 1844)",accepted,Species,276341,Foetorepus calauropomus,Callionymiformes,Callionymidae,Foetorepus,1,0,0,0,NA,2008-01-15T17:27:08Z,14438,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503331,Synchiropus goodenbeani,-,Callionymidae,long_list,-,-,-,712846,https://www.marinespecies.org/aphia.php?p=taxdetails&id=712846,Synchiropus goodenbeani,"(Nakabo & Hartel, 1999)",accepted,Species,712846,Synchiropus goodenbeani,Callionymiformes,Callionymidae,Synchiropus,1,0,0,0,NA,2012-12-21T12:57:20Z,54437,47,396,43,N,23,N,NA,NA,NA,NA,NA,NA
1503332,Foetorepus kamoharai,-,Callionymidae,long_list,-,-,-,276344,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276344,Foetorepus kamoharai,"Nakabo, 1983",accepted,Species,276344,Foetorepus kamoharai,Callionymiformes,Callionymidae,Foetorepus,1,0,0,0,NA,2008-01-15T17:27:08Z,24199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503333,Foetorepus masudai,-,Callionymidae,long_list,-,-,-,276347,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276347,Foetorepus masudai,"Nakabo, 1987",accepted,Species,276347,Foetorepus masudai,Callionymiformes,Callionymidae,Foetorepus,1,0,0,0,NA,2008-01-15T17:27:08Z,13068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503334,Synchiropus morrisoni,-,Callionymidae,long_list,-,-,-,273251,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273251,Synchiropus morrisoni,"Schultz, 1960",accepted,Species,273251,Synchiropus morrisoni,Callionymiformes,Callionymidae,Synchiropus,1,0,0,0,NA,2008-01-15T17:27:08Z,12643,10,40,33,N,26,S,100,e,168,w,NA,NA
1503335,Synchiropus stellatus,-,Callionymidae,long_list,-,-,-,219787,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219787,Synchiropus stellatus,"Smith, 1963",accepted,Species,219787,Synchiropus stellatus,Callionymiformes,Callionymidae,Synchiropus,1,0,0,0,NA,2008-01-15T17:27:08Z,7802,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503336,Repomucenus calcaratus,-,Callionymidae,long_list,-,-,-,282559,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282559,Repomucenus calcaratus,"(MacLeay, 1881)",accepted,Species,282559,Repomucenus calcaratus,Callionymiformes,Callionymidae,Repomucenus,1,0,0,0,NA,2008-01-15T17:27:08Z,14440,35,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503337,Callionymus curvicornis,-,Callionymidae,long_list,-,-,-,273174,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273174,Callionymus curvicornis,"Valenciennes, 1837",accepted,Species,273174,Callionymus curvicornis,Callionymiformes,Callionymidae,Callionymus,1,1,1,0,NA,2008-01-15T17:27:08Z,55180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503338,Callionymus filamentosus,-,Callionymidae,long_list,-,-,-,126791,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126791,Callionymus filamentosus,"Valenciennes, 1837",accepted,Species,126791,Callionymus filamentosus,Callionymiformes,Callionymidae,Callionymus,1,0,0,0,NA,2008-01-15T17:27:08Z,225,2,350,30,N,27,S,32,E,169,E,NA,NA
1503339,Repomucenus huguenini,-,Callionymidae,long_list,-,-,-,282560,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282560,Repomucenus huguenini,"(Bleeker, 1858)",accepted,Species,282560,Repomucenus huguenini,Callionymiformes,Callionymidae,Repomucenus,1,0,0,0,NA,2020-12-15T13:07:03Z,8286,30,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503340,Callionymus lunatus,-,Callionymidae,long_list,-,-,-,302240,https://www.marinespecies.org/aphia.php?p=taxdetails&id=302240,Callionymus lunatus,"Temminck & Schlegel, 1845",accepted,Species,302240,Callionymus lunatus,Callionymiformes,Callionymidae,Callionymus,1,0,0,0,NA,2017-07-19T06:48:43Z,25832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503342,Callionymus octostigmatus,-,Callionymidae,long_list,-,-,-,273212,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273212,Callionymus octostigmatus,"Fricke, 1981",accepted,Species,273212,Callionymus octostigmatus,Callionymiformes,Callionymidae,Callionymus,1,0,0,0,NA,2008-01-15T17:27:08Z,59283,49,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503343,Callionymus planus,-,Callionymidae,long_list,-,-,-,273215,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273215,Callionymus planus,"Ochiai, 1955",accepted,Species,273215,Callionymus planus,Callionymiformes,Callionymidae,Callionymus,1,0,0,0,NA,2008-01-15T17:27:08Z,25833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503344,Callionymus sagitta,-,Callionymidae,long_list,-,-,-,219775,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219775,Callionymus sagitta,"Pallas, 1770",accepted,Species,219775,Callionymus sagitta,Callionymiformes,Callionymidae,Callionymus,1,1,0,0,NA,2008-01-15T17:27:08Z,26827,NA,NA,41,n,26,s,84,e,154,e,NA,NA
1503346,Repomucenus virgis,-,Callionymidae,long_list,-,-,-,282567,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282567,Repomucenus virgis,"(Jordan & Fowler, 1903)",accepted,Species,282567,Repomucenus virgis,Callionymiformes,Callionymidae,Repomucenus,1,0,0,0,NA,2020-12-15T13:07:03Z,25836,40,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503347,Synchiropus lateralis,-,Callionymidae,long_list,-,-,-,273249,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273249,Synchiropus lateralis,"(Richardson, 1844)",accepted,Species,273249,Synchiropus lateralis,Callionymiformes,Callionymidae,Synchiropus,1,0,0,0,NA,2008-01-15T17:27:08Z,59288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503349,Callionymus grossi,-,Callionymidae,long_list,-,-,-,273185,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273185,Callionymus grossi,"Ogilby, 1910",accepted,Species,273185,Callionymus grossi,Callionymiformes,Callionymidae,Callionymus,1,0,0,0,NA,2008-01-15T17:27:08Z,10965,13,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503350,Callionymus japonicus,-,Callionymidae,long_list,-,-,-,273191,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273191,Callionymus japonicus,"Houttuyn, 1782",accepted,Species,273191,Callionymus japonicus,Callionymiformes,Callionymidae,Callionymus,1,0,0,0,NA,2008-01-15T17:27:08Z,10362,5,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503353,Eleutherochir opercularis,-,Callionymidae,long_list,-,-,-,280637,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280637,Eleutherochir opercularis,"(Valenciennes, 1837)",accepted,Species,280637,Eleutherochir opercularis,Callionymiformes,Callionymidae,Eleutherochir,1,1,0,0,NA,2008-01-15T17:27:08Z,25050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503354,Eocallionymus papilio,-,Callionymidae,long_list,-,-,-,280688,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280688,Eocallionymus papilio,"(Günther, 1864)",accepted,Species,280688,Eocallionymus papilio,Callionymiformes,Callionymidae,Eocallionymus,1,0,0,0,NA,2008-01-15T17:27:08Z,14436,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503355,Synchiropus kiyoae,-,Callionymidae,long_list,-,-,-,302277,https://www.marinespecies.org/aphia.php?p=taxdetails&id=302277,Synchiropus kiyoae,"Fricke & Zaiser, 1983",accepted,Species,302277,Synchiropus kiyoae,Callionymiformes,Callionymidae,Synchiropus,1,0,0,0,NA,2017-07-07T06:50:58Z,24212,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503357,Pseudocalliurichthys variegatus,-,Callionymidae,long_list,-,-,-,315384,https://www.marinespecies.org/aphia.php?p=taxdetails&id=315384,Pseudocalliurichthys variegatus,"(Temminck & Schlegel, 1845)",accepted,Species,315384,Pseudocalliurichthys variegatus,Callionymiformes,Callionymidae,Pseudocalliurichthys,1,0,0,0,NA,2020-12-15T13:07:03Z,25835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506473,Liopropoma santi,-,Serranidae,long_list,-,-,-,1007133,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1007133,Liopropoma santi,"Baldwin & Robertson, 2014",accepted,Species,1007133,Liopropoma santi,Perciformes,Epinephelidae,Liopropoma,1,0,0,0,NA,2017-07-03T08:18:28Z,67339,182,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506482,Liopropoma tonstrinum,-,Serranidae,long_list,-,-,-,275956,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275956,Liopropoma tonstrinum,"Randall & Taylor, 1988",accepted,Species,275956,Liopropoma tonstrinum,Perciformes,Epinephelidae,Liopropoma,1,0,0,0,NA,2008-01-15T17:27:08Z,12869,11,50,16,S,20,S,NA,NA,NA,NA,NA,NA
1506486,Pempheris poeyi,-,Pempheridae,long_list,-,-,-,277066,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277066,Pempheris poeyi,"Bean, 1885",accepted,Species,277066,Pempheris poeyi,Acropomatiformes,Pempheridae,Pempheris,1,0,0,0,NA,2008-01-15T17:27:08Z,12174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507059,Trimma pajama,-,Gobiidae,long_list,-,-,-,835189,https://www.marinespecies.org/aphia.php?p=taxdetails&id=835189,Trimma pajama,"Winterbotton, Erdmann & Dita Cahyani, 2014",accepted,Species,835189,Trimma pajama,Gobiiformes,Gobiidae,Trimma,1,0,0,0,NA,2017-07-03T08:18:28Z,67435,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507060,Trimma zurae,-,Gobiidae,long_list,-,-,-,835190,https://www.marinespecies.org/aphia.php?p=taxdetails&id=835190,Trimma zurae,"Winterbotton, Erdmann & Dita Cahyani, 2014",accepted,Species,835190,Trimma zurae,Gobiiformes,Gobiidae,Trimma,1,0,0,0,NA,2017-07-03T08:18:28Z,67436,65,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507366,Benthobatis moresbyi,-,Narcinidae,long_list,-,-,-,279904,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279904,Benthobatis moresbyi,"Alcock, 1898",accepted,Species,279904,Benthobatis moresbyi,Torpediniformes,Narcinidae,Benthobatis,1,0,0,0,NA,2008-01-15T17:27:08Z,53942,787,1071,15,N,5,N,49,E,77,E,NA,NA
1508058,Polymetme elongata,-,Phosichthyidae,long_list,-,-,-,274958,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274958,Polymetme elongata,"(Matsubara, 1938)",accepted,Species,274958,Polymetme elongata,Stomiiformes,Phosichthyidae,Polymetme,1,0,0,0,NA,2020-12-15T13:07:03Z,23624,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508059,Woodsia nonsuchae,-,Phosichthyidae,long_list,-,-,-,283166,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283166,Woodsia nonsuchae,"(Beebe, 1932)",accepted,Species,283166,Woodsia nonsuchae,Stomiiformes,Phosichthyidae,Woodsia,1,0,0,0,NA,2008-01-15T17:27:08Z,22716,530,1335,31,N,33,S,130,E,64,W,NA,NA
1508060,Hymenogadus gracilis,-,Macrouridae,long_list,-,-,-,318576,https://www.marinespecies.org/aphia.php?p=taxdetails&id=318576,Hymenogadus gracilis,"(Gilbert & Hubbs, 1920)",accepted,Species,318576,Hymenogadus gracilis,Gadiformes,Macrouridae,Hymenogadus,1,0,0,0,NA,2020-12-17T17:16:01Z,16277,300,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508061,Halieutaea fumosa,-,Ogcocephalidae,long_list,-,-,-,279062,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279062,Halieutaea fumosa,"Alcock, 1894",accepted,Species,279062,Halieutaea fumosa,Lophiiformes,Ogcocephalidae,Halieutaea,1,0,0,0,NA,2008-01-15T17:27:08Z,8179,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508063,Malthopsis annulifera,-,Ogcocephalidae,long_list,-,-,-,277540,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277540,Malthopsis annulifera,"Tanaka, 1908",accepted,Species,277540,Malthopsis annulifera,Lophiiformes,Ogcocephalidae,Malthopsis,1,0,0,0,NA,2008-01-15T17:27:08Z,7603,90,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508065,Sebastes ventricosus,-,Sebastidae,long_list,-,-,-,274865,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274865,Sebastes ventricosus,"Temminck & Schlegel, 1843",accepted,Species,274865,Sebastes ventricosus,Perciformes,Sebastidae,Sebastes,1,0,0,0,NA,2008-01-15T17:27:08Z,61360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508066,Peristedion nierstraszi,-,Peristediidae,long_list,-,-,-,274645,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274645,Peristedion nierstraszi,"Weber, 1913",accepted,Species,274645,Peristedion nierstraszi,Perciformes,Peristediidae,Peristedion,1,0,0,0,NA,2008-01-15T17:27:08Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508067,Scalicus serrulatus,-,Peristediidae,long_list,-,-,-,1019165,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1019165,Scalicus serrulatus,"(Alcock, 1898)",accepted,Species,1019165,Scalicus serrulatus,Perciformes,Peristediidae,Scalicus,1,0,0,0,NA,2020-12-15T13:07:03Z,24031,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508071,Xenocephalus elongatus,-,Uranoscopidae,long_list,-,-,-,283182,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283182,Xenocephalus elongatus,"(Temminck & Schlegel, 1843)",accepted,Species,283182,Xenocephalus elongatus,Perciformes,Uranoscopidae,Xenocephalus,1,0,0,0,NA,2008-01-15T17:27:08Z,10508,35,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508072,Evoxymetopon macrophthalmus,-,Trichiuridae,long_list,-,-,-,276573,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276573,Evoxymetopon macrophthalmus,"Chakraborty, Yoshino & Iwatsuki, 2006",accepted,Species,276573,Evoxymetopon macrophthalmus,Scombriformes,Trichiuridae,Evoxymetopon,1,0,0,0,NA,2008-01-15T17:27:08Z,63385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508073,Owstonia grammodon,-,Cepolidae,long_list,-,-,-,278550,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278550,Owstonia grammodon,"(Fowler, 1934)",accepted,Species,278550,Owstonia grammodon,Eupercaria incertae sedis,Cepolidae,Owstonia,1,0,0,0,NA,2008-01-15T17:27:08Z,23509,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508074,Acanthocepola indica,-,Cepolidae,long_list,-,-,-,218873,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218873,Acanthocepola indica,"(Day, 1888)",accepted,Species,218873,Acanthocepola indica,Eupercaria incertae sedis,Cepolidae,Acanthocepola,1,0,0,0,NA,2008-01-15T17:27:08Z,9216,50,100,36,N,36,N,20,E,141,E,NA,NA
1508075,Laemonema modestum,-,Moridae,long_list,-,-,-,272475,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272475,Laemonema modestum,"(Franz, 1910)",accepted,Species,272475,Laemonema modestum,Gadiformes,Moridae,Laemonema,1,0,0,0,NA,2008-01-15T17:27:08Z,23164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508076,Chaetodon daedalma,-,Chaetodontidae,long_list,-,-,-,273331,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273331,Chaetodon daedalma,"Jordan & Fowler, 1902",accepted,Species,273331,Chaetodon daedalma,Acanthuriformes,Chaetodontidae,Chaetodon,1,0,0,0,NA,2008-01-15T17:27:08Z,12646,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508077,Etelis radiosus,-,Lutjanidae,long_list,-,-,-,276518,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276518,Etelis radiosus,"Anderson, 1981",accepted,Species,276518,Etelis radiosus,Eupercaria incertae sedis,Lutjanidae,Etelis,1,0,0,0,NA,2008-01-15T17:27:08Z,1392,90,360,35,N,27,S,77,E,166,W,NA,NA
1508078,Pristipomoides zonatus,-,Lutjanidae,long_list,in_assembly,-,-,218514,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218514,Pristipomoides zonatus,"(Valenciennes, 1830)",accepted,Species,218514,Pristipomoides zonatus,Eupercaria incertae sedis,Lutjanidae,Pristipomoides,1,0,0,0,NA,2008-01-15T17:27:08Z,211,70,300,35,N,29,S,34,E,146,W,NA,NA
1508079,Chelidoperca hirundinacea,-,Serranidae,long_list,-,-,-,277020,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277020,Chelidoperca hirundinacea,"(Valenciennes, 1831)",accepted,Species,277020,Chelidoperca hirundinacea,Perciformes,Serranidae,Chelidoperca,1,0,0,0,NA,2008-01-15T17:27:08Z,8237,80,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508081,Gymnocranius euanus,-,Lethrinidae,long_list,sample_acquired,-,-,278870,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278870,Gymnocranius euanus,"(Günther, 1879)",accepted,Species,278870,Gymnocranius euanus,Eupercaria incertae sedis,Lethrinidae,Gymnocranius,1,0,0,0,NA,2008-01-15T17:27:08Z,1837,15,50,35,N,28,S,105,E,170,W,NA,NA
1508082,Narcine lingula,-,Narcinidae,long_list,-,-,-,275394,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275394,Narcine lingula,"Richardson, 1846",accepted,Species,275394,Narcine lingula,Torpediniformes,Narcinidae,Narcine,1,0,0,0,NA,2008-01-15T17:27:08Z,15445,NA,NA,38,N,10,N,62,E,138,E,NA,NA
