ncbi_taxon_id,species,subspecies,family_x,target_list_status,sequencing_status,synonym,publication_id,aphia_id,url,scientificname,authority,status,rank,valid_AphiaID,valid_name,order,family_y,genus,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,modified
753643,Acanthurus achilles,-,Acanthuridae,long_list,-,-,-,272957.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272957,Acanthurus achilles,"Shaw, 1803",accepted,Species,272957.0,Acanthurus achilles,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1962508,Acanthurus albimento,-,Acanthuridae,long_list,-,-,-,1043611.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043611,Acanthurus albimento,"Carpenter, Williams & Santos, 2017",accepted,Species,1043611.0,Acanthurus albimento,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2017-11-09T07:31:36.720Z
1917454,Acanthurus albipectoralis,-,Acanthuridae,long_list,-,-,-,272958.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272958,Acanthurus albipectoralis,"Allen & Ayling, 1987",accepted,Species,272958.0,Acanthurus albipectoralis,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1316011,Acanthurus auranticavus,-,Acanthuridae,long_list,-,-,-,219633.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219633,Acanthurus auranticavus,"Randall, 1956",accepted,Species,219633.0,Acanthurus auranticavus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
157584,Acanthurus bahianus,-,Acanthuridae,long_list,-,-,-,159578.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159578,Acanthurus bahianus,"Castelnau, 1855",accepted,Species,159578.0,Acanthurus bahianus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
670521,Acanthurus bariene,-,Acanthuridae,long_list,-,-,-,219637.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219637,Acanthurus bariene,"Lesson, 1831",accepted,Species,219637.0,Acanthurus bariene,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238050,Acanthurus blochii,-,Acanthuridae,long_list,-,-,-,219639.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219639,Acanthurus blochii,"Valenciennes, 1835",accepted,Species,219639.0,Acanthurus blochii,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
51758,Acanthurus chirurgus,-,Acanthuridae,long_list,-,-,-,159580.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159580,Acanthurus chirurgus,"(Bloch, 1787)",accepted,Species,159580.0,Acanthurus chirurgus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1920672,Acanthurus chronixis,-,Acanthuridae,long_list,-,-,-,272959.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272959,Acanthurus chronixis,"Randall, 1960",accepted,Species,272959.0,Acanthurus chronixis,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
157585,Acanthurus coeruleus,-,Acanthuridae,long_list,-,-,-,159581.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159581,Acanthurus coeruleus,"Bloch & Schneider, 1801",accepted,Species,159581.0,Acanthurus coeruleus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238051,Acanthurus dussumieri,-,Acanthuridae,long_list,-,-,-,219641.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219641,Acanthurus dussumieri,"Valenciennes, 1835",accepted,Species,219641.0,Acanthurus dussumieri,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1484166,Acanthurus gahhm,-,Acanthuridae,long_list,-,-,-,219636.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219636,Acanthurus gahhm,"(Forsskål, 1775)",accepted,Species,219636.0,Acanthurus gahhm,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2609487,Acanthurus grammoptilus,-,Acanthuridae,long_list,-,-,-,272961.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272961,Acanthurus grammoptilus,"Richardson, 1843",accepted,Species,272961.0,Acanthurus grammoptilus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
75013,Acanthurus guttatus,-,Acanthuridae,long_list,-,-,-,219650.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219650,Acanthurus guttatus,"Forster, 1801",accepted,Species,219650.0,Acanthurus guttatus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
390296,Acanthurus japonicus,-,Acanthuridae,long_list,-,-,-,272962.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272962,Acanthurus japonicus,"(Schmidt, 1931)",accepted,Species,272962.0,Acanthurus japonicus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1316012,Acanthurus leucocheilus,-,Acanthuridae,long_list,-,-,-,219629.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219629,Acanthurus leucocheilus,"Herre, 1927",accepted,Species,219629.0,Acanthurus leucocheilus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1828454,Acanthurus leucopareius,-,Acanthuridae,long_list,-,-,-,219624.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219624,Acanthurus leucopareius,"(Jenkins, 1903)",accepted,Species,219624.0,Acanthurus leucopareius,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
459747,Acanthurus leucosternon,-,Acanthuridae,long_list,-,-,-,219628.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219628,Acanthurus leucosternon,"Bennett, 1833",accepted,Species,219628.0,Acanthurus leucosternon,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
483362,Acanthurus lineatus,-,Acanthuridae,long_list,-,-,-,159582.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159582,Acanthurus lineatus,"(Linnaeus, 1758)",accepted,Species,159582.0,Acanthurus lineatus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2080250,Acanthurus maculiceps,-,Acanthuridae,long_list,-,-,-,272963.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272963,Acanthurus maculiceps,"(Ahl, 1923)",accepted,Species,272963.0,Acanthurus maculiceps,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175430,Acanthurus mata,-,Acanthuridae,long_list,-,-,-,219651.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219651,Acanthurus mata,"(Cuvier, 1829)",accepted,Species,219651.0,Acanthurus mata,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
927808,Acanthurus monroviae,-,Acanthuridae,long_list,-,-,-,126750.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126750,Acanthurus monroviae,"Steindachner, 1876",accepted,Species,126750.0,Acanthurus monroviae,Acanthuriformes,Acanthuridae,Acanthurus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175431,Acanthurus nigricans,-,Acanthuridae,long_list,data_generation,-,-,219638.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219638,Acanthurus nigricans,"(Linnaeus, 1758)",accepted,Species,219638.0,Acanthurus nigricans,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
753644,Acanthurus nigricauda,-,Acanthuridae,long_list,-,-,-,219626.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219626,Acanthurus nigricauda,"Duncker & Mohr, 1929",accepted,Species,219626.0,Acanthurus nigricauda,Acanthuriformes,Acanthuridae,Acanthurus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
12913,Acanthurus nigrofuscus,-,Acanthuridae,long_list,-,-,-,219640.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,Acanthurus nigrofuscus,"(Forsskål, 1775)",accepted,Species,219640.0,Acanthurus nigrofuscus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175432,Acanthurus nigroris,-,Acanthuridae,long_list,-,-,-,219642.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219642,Acanthurus nigroris,"Valenciennes, 1835",accepted,Species,219642.0,Acanthurus nigroris,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238052,Acanthurus nubilus,-,Acanthuridae,long_list,-,-,-,272964.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272964,Acanthurus nubilus,"(Fowler & Bean, 1929)",accepted,Species,272964.0,Acanthurus nubilus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238053,Acanthurus olivaceus,-,Acanthuridae,long_list,-,-,-,219625.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219625,Acanthurus olivaceus,"Bloch & Schneider, 1801",accepted,Species,219625.0,Acanthurus olivaceus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1146949,Acanthurus polyzona,-,Acanthuridae,long_list,-,-,-,219652.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219652,Acanthurus polyzona,"(Bleeker, 1868)",accepted,Species,219652.0,Acanthurus polyzona,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175433,Acanthurus pyroferus,-,Acanthuridae,long_list,-,-,-,219648.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219648,Acanthurus pyroferus,"Kittlitz, 1834",accepted,Species,219648.0,Acanthurus pyroferus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1567455,Acanthurus reversus,-,Acanthuridae,long_list,-,-,-,272966.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272966,Acanthurus reversus,"Randall & Earle, 1999",accepted,Species,272966.0,Acanthurus reversus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1484167,Acanthurus sohal,-,Acanthuridae,long_list,-,-,-,219649.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219649,Acanthurus sohal,"(Forsskål, 1775)",accepted,Species,219649.0,Acanthurus sohal,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
586769,Acanthurus tennentii,-,Acanthuridae,long_list,-,-,-,219632.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219632,Acanthurus tennentii,"Günther, 1861",accepted,Species,219632.0,Acanthurus tennentii,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175434,Acanthurus thompsoni,-,Acanthuridae,long_list,-,-,-,219646.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219646,Acanthurus thompsoni,"(Fowler, 1923)",accepted,Species,219646.0,Acanthurus thompsoni,Acanthuriformes,Acanthuridae,Acanthurus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1316013,Acanthurus tractus,-,Acanthuridae,long_list,-,-,-,301914.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=301914,Acanthurus tractus,"Poey, 1860",accepted,Species,301914.0,Acanthurus tractus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2018-11-08T22:01:41.453Z
175435,Acanthurus triostegus,-,Acanthuridae,long_list,-,-,-,219630.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219630,Acanthurus triostegus,"(Linnaeus, 1758)",accepted,Species,219630.0,Acanthurus triostegus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1510433,Acanthurus tristis,-,Acanthuridae,long_list,-,-,-,219644.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219644,Acanthurus tristis,"Randall, 1993",accepted,Species,219644.0,Acanthurus tristis,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
75014,Acanthurus xanthopterus,-,Acanthuridae,long_list,-,-,-,219634.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219634,Acanthurus xanthopterus,"Valenciennes, 1835",accepted,Species,219634.0,Acanthurus xanthopterus,Acanthuriformes,Acanthuridae,Acanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
75020,Ctenochaetus binotatus,-,Acanthuridae,long_list,-,-,-,219655.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219655,Ctenochaetus binotatus,"Randall, 1955",accepted,Species,219655.0,Ctenochaetus binotatus,Acanthuriformes,Acanthuridae,Ctenochaetus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175445,Ctenochaetus cyanocheilus,-,Acanthuridae,long_list,-,-,-,277559.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277559,Ctenochaetus cyanocheilus,"Randall & Clements, 2001",accepted,Species,277559.0,Ctenochaetus cyanocheilus,Acanthuriformes,Acanthuridae,Ctenochaetus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
753645,Ctenochaetus flavicauda,-,Acanthuridae,long_list,-,-,-,277560.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277560,Ctenochaetus flavicauda,"Fowler, 1938",accepted,Species,277560.0,Ctenochaetus flavicauda,Acanthuriformes,Acanthuridae,Ctenochaetus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
390315,Ctenochaetus hawaiiensis,-,Acanthuridae,long_list,-,-,-,277561.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277561,Ctenochaetus hawaiiensis,"Randall, 1955",accepted,Species,277561.0,Ctenochaetus hawaiiensis,Acanthuriformes,Acanthuridae,Ctenochaetus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
342439,Ctenochaetus marginatus,-,Acanthuridae,long_list,-,-,-,219657.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219657,Ctenochaetus marginatus,"(Valenciennes, 1835)",accepted,Species,219657.0,Ctenochaetus marginatus,Acanthuriformes,Acanthuridae,Ctenochaetus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175436,Ctenochaetus striatus,-,Acanthuridae,long_list,data_generation,-,-,219659.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,Ctenochaetus striatus,"(Quoy & Gaimard, 1825)",accepted,Species,219659.0,Ctenochaetus striatus,Acanthuriformes,Acanthuridae,Ctenochaetus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
586812,Ctenochaetus strigosus,-,Acanthuridae,long_list,-,-,-,219658.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219658,Ctenochaetus strigosus,"(Bennett, 1828)",accepted,Species,219658.0,Ctenochaetus strigosus,Acanthuriformes,Acanthuridae,Ctenochaetus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1316014,Ctenochaetus tominiensis,-,Acanthuridae,long_list,-,-,-,277562.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277562,Ctenochaetus tominiensis,"Randall, 1955",accepted,Species,277562.0,Ctenochaetus tominiensis,Acanthuriformes,Acanthuridae,Ctenochaetus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1311432,Ctenochaetus truncatus,-,Acanthuridae,long_list,-,-,-,277563.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277563,Ctenochaetus truncatus,"Randall & Clements, 2001",accepted,Species,277563.0,Ctenochaetus truncatus,Acanthuriformes,Acanthuridae,Ctenochaetus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238054,Naso annulatus,-,Acanthuridae,long_list,-,-,-,219673.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219673,Naso annulatus,"(Quoy & Gaimard, 1825)",accepted,Species,219673.0,Naso annulatus,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175441,Naso brachycentron,-,Acanthuridae,long_list,-,-,-,219664.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219664,Naso brachycentron,"(Valenciennes, 1835)",accepted,Species,219664.0,Naso brachycentron,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238055,Naso brevirostris,-,Acanthuridae,long_list,-,-,-,,,,,,,,,,,,,,,,,
238056,Naso caeruleacauda,-,Acanthuridae,long_list,-,-,-,278003.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278003,Naso caeruleacauda,"Randall, 1994",accepted,Species,278003.0,Naso caeruleacauda,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238057,Naso caesius,-,Acanthuridae,long_list,-,-,-,278004.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278004,Naso caesius,"Randall & Bell, 1992",accepted,Species,278004.0,Naso caesius,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238058,Naso elegans,-,Acanthuridae,long_list,-,-,-,278005.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278005,Naso elegans,"(Rüppell, 1829)",accepted,Species,278005.0,Naso elegans,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238059,Naso fageni,-,Acanthuridae,long_list,-,-,-,219666.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219666,Naso fageni,"Morrow, 1954",accepted,Species,219666.0,Naso fageni,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175442,Naso hexacanthus,-,Acanthuridae,long_list,-,-,-,219667.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219667,Naso hexacanthus,"(Bleeker, 1855)",accepted,Species,219667.0,Naso hexacanthus,Acanthuriformes,Acanthuridae,Naso,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
75028,Naso lituratus,-,Acanthuridae,long_list,-,-,-,219665.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219665,Naso lituratus,"(Forster, 1801)",accepted,Species,219665.0,Naso lituratus,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238060,Naso lopezi,-,Acanthuridae,long_list,-,-,-,278006.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278006,Naso lopezi,"Herre, 1927",accepted,Species,278006.0,Naso lopezi,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238061,Naso maculatus,-,Acanthuridae,long_list,-,-,-,278007.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278007,Naso maculatus,"Randall & Struhsaker, 1981",accepted,Species,278007.0,Naso maculatus,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238062,Naso mcdadei,-,Acanthuridae,long_list,-,-,-,278008.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278008,Naso mcdadei,"Johnson, 2002",accepted,Species,278008.0,Naso mcdadei,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238063 ,Naso minor,-,Acanthuridae,long_list,-,-,-,,,,,,,,,,,,,,,,,
238063,Naso minor,-,Acanthuridae,long_list,-,-,-,219674.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219674,Naso minor,"(Smith, 1966)",accepted,Species,219674.0,Naso minor,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238064,Naso reticulatus,-,Acanthuridae,long_list,-,-,-,278009.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278009,Naso reticulatus,"Randall, 2001",accepted,Species,278009.0,Naso reticulatus,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1642123,Naso tergus,-,Acanthuridae,long_list,-,-,-,712903.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=712903,Naso tergus,"Ho, Shen & Chang, 2011",accepted,Species,712903.0,Naso tergus,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2012-12-21T12:57:20.013Z
238065,Naso thynnoides,-,Acanthuridae,long_list,-,-,-,219670.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219670,Naso thynnoides,"(Cuvier, 1829)",accepted,Species,219670.0,Naso thynnoides,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238066,Naso tonganus,-,Acanthuridae,long_list,-,-,-,278010.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278010,Naso tonganus,"(Valenciennes, 1835)",accepted,Species,278010.0,Naso tonganus,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175443,Naso tuberosus,-,Acanthuridae,long_list,-,-,-,219675.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219675,Naso tuberosus,"Lacepède, 1801",accepted,Species,219675.0,Naso tuberosus,Acanthuriformes,Acanthuridae,Naso,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175444,Naso unicornis,-,Acanthuridae,long_list,-,-,-,219668.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219668,Naso unicornis,"(Forsskål, 1775)",accepted,Species,219668.0,Naso unicornis,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238067,Naso vlamingii,-,Acanthuridae,long_list,-,-,-,219672.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219672,Naso vlamingii,"(Valenciennes, 1835)",accepted,Species,219672.0,Naso vlamingii,Acanthuriformes,Acanthuridae,Naso,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
75030,Paracanthurus hepatus,-,Acanthuridae,long_list,data_generation,-,-,219676.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219676,Paracanthurus hepatus,"(Linnaeus, 1766)",accepted,Species,219676.0,Paracanthurus hepatus,Acanthuriformes,Acanthuridae,Paracanthurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1316015,Prionurus biafraensis,-,Acanthuridae,long_list,-,-,-,282344.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282344,Prionurus biafraensis,"(Blache & Rossignol, 1962)",accepted,Species,282344.0,Prionurus biafraensis,Acanthuriformes,Acanthuridae,Prionurus,1.0,0.0,0.0,0.0,,2017-10-25T05:47:25.293Z
1608693,Prionurus chrysurus,-,Acanthuridae,long_list,-,-,-,282345.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282345,Prionurus chrysurus,"Randall, 2001",accepted,Species,282345.0,Prionurus chrysurus,Acanthuriformes,Acanthuridae,Prionurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175437,Prionurus laticlavius,-,Acanthuridae,long_list,-,-,-,282346.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282346,Prionurus laticlavius,"(Valenciennes, 1846)",accepted,Species,282346.0,Prionurus laticlavius,Acanthuriformes,Acanthuridae,Prionurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
75036,Prionurus maculatus,-,Acanthuridae,long_list,-,-,-,282347.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282347,Prionurus maculatus,"Ogilby, 1887",accepted,Species,282347.0,Prionurus maculatus,Acanthuriformes,Acanthuridae,Prionurus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175438,Prionurus microlepidotus,-,Acanthuridae,long_list,-,-,-,282348.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282348,Prionurus microlepidotus,"Lacepède, 1804",accepted,Species,282348.0,Prionurus microlepidotus,Acanthuriformes,Acanthuridae,Prionurus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1316016,Prionurus punctatus,-,Acanthuridae,long_list,-,-,-,282349.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282349,Prionurus punctatus,"Gill, 1862",accepted,Species,282349.0,Prionurus punctatus,Acanthuriformes,Acanthuridae,Prionurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
238049,Prionurus scalprum,-,Acanthuridae,long_list,-,-,-,282350.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282350,Prionurus scalprum,"Valenciennes, 1835",accepted,Species,282350.0,Prionurus scalprum,Acanthuriformes,Acanthuridae,Prionurus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1146995,Zebrasoma desjardinii,-,Acanthuridae,long_list,-,-,-,277555.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277555,Zebrasoma desjardinii,"(Bennett, 1836)",accepted,Species,277555.0,Zebrasoma desjardinii,Acanthuriformes,Acanthuridae,Zebrasoma,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
175439,Zebrasoma flavescens,-,Acanthuridae,long_list,-,-,-,219683.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219683,Zebrasoma flavescens,"(Bennett, 1828)",accepted,Species,219683.0,Zebrasoma flavescens,Acanthuriformes,Acanthuridae,Zebrasoma,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1003822,Zebrasoma gemmatum,-,Acanthuridae,long_list,-,-,-,219680.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219680,Zebrasoma gemmatum,"(Valenciennes, 1835)",accepted,Species,219680.0,Zebrasoma gemmatum,Acanthuriformes,Acanthuridae,Zebrasoma,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
753649,Zebrasoma rostratum,-,Acanthuridae,long_list,-,-,-,277556.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277556,Zebrasoma rostratum,"(Günther, 1875)",accepted,Species,277556.0,Zebrasoma rostratum,Acanthuriformes,Acanthuridae,Zebrasoma,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
75046,Zebrasoma scopas,-,Acanthuridae,long_list,-,-,-,219679.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219679,Zebrasoma scopas,"(Cuvier, 1829)",accepted,Species,219679.0,Zebrasoma scopas,Acanthuriformes,Acanthuridae,Zebrasoma,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
