ncbi_taxon_id,species,subspecies,family_x,target_list_status,sequencing_status,synonym,publication_id,aphia_id,url,scientificname,authority,status,rank,valid_AphiaID,valid_name,order,family_y,genus,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,modified
2720194,Bleekeria nigrilinea,-,Ammodytidae,long_list,-,-,-,1536374.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1536374,Bleekeria nigrilinea,"Psomadakis, Yoshinaga, Wah & Ida, 2021",accepted,Species,1536374.0,Bleekeria nigrilinea,Perciformes,Ammodytidae,Bleekeria,1.0,0.0,0.0,0.0,,2021-08-30T09:59:01.770Z
1306753,Gymnammodytes semisquamatus,-,Ammodytidae,long_list,-,-,-,126754.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126754,Gymnammodytes semisquamatus,"(Jourdain, 1879)",accepted,Species,126754.0,Gymnammodytes semisquamatus,Perciformes,Ammodytidae,Gymnammodytes,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1484357,Hyperoplus immaculatus,-,Ammodytidae,long_list,-,-,-,126755.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126755,Hyperoplus immaculatus,"(Corbin, 1950)",accepted,Species,126755.0,Hyperoplus immaculatus,Perciformes,Ammodytidae,Hyperoplus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
508657,Hyperoplus lanceolatus,-,Ammodytidae,long_list,-,-,-,126756.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126756,Hyperoplus lanceolatus,"(Le Sauvage, 1824)",accepted,Species,126756.0,Hyperoplus lanceolatus,Perciformes,Ammodytidae,Hyperoplus,1.0,1.0,0.0,0.0,,2008-01-15T17:27:08.177Z
425520,Anarhichas denticulatus,-,Anarhichadidae,long_list,-,-,-,126757.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126757,Anarhichas denticulatus,"Krøyer, 1845",accepted,Species,126757.0,Anarhichas denticulatus,Perciformes,Anarhichadidae,Anarhichas,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
8204,Anarhichas lupus,-,Anarhichadidae,long_list,-,-,-,126758.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126758,Anarhichas lupus,"Linnaeus, 1758",accepted,Species,126758.0,Anarhichas lupus,Perciformes,Anarhichadidae,Anarhichas,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
65739,Anarhichas minor,-,Anarhichadidae,long_list,-,-,-,126759.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126759,Anarhichas minor,"Olafsen, 1772",accepted,Species,126759.0,Anarhichas minor,Perciformes,Anarhichadidae,Anarhichas,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
479980,Anarhichas orientalis,-,Anarhichadidae,long_list,-,-,-,254511.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254511,Anarhichas orientalis,"Pallas, 1814",accepted,Species,254511.0,Anarhichas orientalis,Perciformes,Anarhichadidae,Anarhichas,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
433405,Anarrhichthys ocellatus,-,Anarhichadidae,long_list,-,-,-,279605.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279605,Anarrhichthys ocellatus,"Ayres, 1855",accepted,Species,279605.0,Anarrhichthys ocellatus,Perciformes,Anarhichadidae,Anarrhichthys,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
229290,Anoplopoma fimbria,-,Anoplopomatidae,long_list,-,-,-,159463.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159463,Anoplopoma fimbria,"(Pallas, 1814)",accepted,Species,159463.0,Anoplopoma fimbria,Perciformes,Anoplopomatidae,Anoplopoma,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
270543,Erilepis zonifer,-,Anoplopomatidae,long_list,-,-,-,280700.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280700,Erilepis zonifer,"(Lockington, 1880)",accepted,Species,280700.0,Erilepis zonifer,Perciformes,Anoplopomatidae,Erilepis,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
990932,Apistus carinatus,-,Apistidae,long_list,-,-,-,221440.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=221440,Apistus carinatus,"(Bloch & Schneider, 1801)",accepted,Species,221440.0,Apistus carinatus,Perciformes,Apistidae,Apistus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1609599,Aploactis aspera,-,Aploactinidae,long_list,-,-,-,279646.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279646,Aploactis aspera,"(Richardson, 1845)",accepted,Species,279646.0,Aploactis aspera,Perciformes,Aploactinidae,Aploactis,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
274720,Aploactisoma milesii,-,Aploactinidae,long_list,-,-,-,279647.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279647,Aploactisoma milesii,"(Richardson, 1850)",accepted,Species,279647.0,Aploactisoma milesii,Perciformes,Aploactinidae,Aploactisoma,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2824012,Cocotropus aurantius,-,Aploactinidae,long_list,-,-,-,1536469.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1536469,Cocotropus aurantius,"Matsunuma, Sado & Motomura, 2021",accepted,Species,1536469.0,Cocotropus aurantius,Perciformes,Aploactinidae,Cocotropus,1.0,0.0,0.0,0.0,,2021-08-30T09:59:01.770Z
2801319,Cocotropus izuensis,-,Aploactinidae,long_list,-,-,-,474960.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=474960,Cocotropus izuensis,"Imamura, Aizawa & Shinohara, 2010",accepted,Species,474960.0,Cocotropus izuensis,Perciformes,Aploactinidae,Cocotropus,1.0,0.0,0.0,0.0,,2010-05-06T09:57:44.313Z
990976,Cocotropus monacanthus,-,Aploactinidae,long_list,-,-,-,218129.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218129,Cocotropus monacanthus,"(Gilchrist, 1906)",accepted,Species,218129.0,Cocotropus monacanthus,Perciformes,Aploactinidae,Cocotropus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
3040403,Erisphex philippinus,-,Aploactinidae,long_list,-,-,-,280702.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280702,Erisphex philippinus,"(Fowler, 1938)",accepted,Species,280702.0,Erisphex philippinus,Perciformes,Aploactinidae,Erisphex,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1175605,Erisphex pottii,-,Aploactinidae,long_list,-,-,-,280703.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280703,Erisphex pottii,"(Steindachner, 1896)",accepted,Species,280703.0,Erisphex pottii,Perciformes,Aploactinidae,Erisphex,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2650374,Erisphex simplex,-,Aploactinidae,long_list,-,-,-,280704.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280704,Erisphex simplex,"Chen, 1981",accepted,Species,280704.0,Erisphex simplex,Perciformes,Aploactinidae,Erisphex,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1680627,Kanekonia queenslandica,-,Aploactinidae,long_list,-,-,-,281210.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281210,Kanekonia queenslandica,"Whitley, 1952",accepted,Species,281210.0,Kanekonia queenslandica,Perciformes,Aploactinidae,Kanekonia,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2961593,Neoaploactis tridorsalis,-,Aploactinidae,long_list,-,-,-,281672.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281672,Neoaploactis tridorsalis,"Eschmeyer & Allen, 1978",accepted,Species,281672.0,Neoaploactis tridorsalis,Perciformes,Aploactinidae,Neoaploactis,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1609597,Paraploactis kagoshimensis,-,Aploactinidae,long_list,-,-,-,282092.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282092,Paraploactis kagoshimensis,"(Ishikawa, 1904)",accepted,Species,282092.0,Paraploactis kagoshimensis,Perciformes,Aploactinidae,Paraploactis,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2578402,Peristrominous dolosus,-,Aploactinidae,long_list,-,-,-,282220.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282220,Peristrominous dolosus,"Whitley, 1952",accepted,Species,282220.0,Peristrominous dolosus,Perciformes,Aploactinidae,Peristrominous,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2578406,Pseudopataecus taenianotus,-,Aploactinidae,long_list,-,-,-,282461.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282461,Pseudopataecus taenianotus,"Johnson, 2004",accepted,Species,282461.0,Pseudopataecus taenianotus,Perciformes,Aploactinidae,Pseudopataecus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2857078,Artedidraco glareobarbatus,-,Artedidraconidae,long_list,-,-,-,279404.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279404,Artedidraco glareobarbatus,"Eastman & Eakin, 1999",accepted,Species,279404.0,Artedidraco glareobarbatus,Perciformes,Artedidraconidae,Artedidraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1684116,Artedidraco longibarbatus,-,Artedidraconidae,long_list,-,-,-,1493198.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1493198,Artedidraco longibarbatus,"Eakin, Riginella & La Mesa, 2015",accepted,Species,1493198.0,Artedidraco longibarbatus,Perciformes,Artedidraconidae,Artedidraco,1.0,0.0,0.0,0.0,,2021-03-20T06:35:20.023Z
202054,Artedidraco mirus,-,Artedidraconidae,long_list,-,-,-,234734.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234734,Artedidraco mirus,"Lönnberg, 1905",accepted,Species,234734.0,Artedidraco mirus,Perciformes,Artedidraconidae,Artedidraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
136232,Artedidraco orianae,-,Artedidraconidae,long_list,-,-,-,234592.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234592,Artedidraco orianae,"Regan, 1914",accepted,Species,234592.0,Artedidraco orianae,Perciformes,Artedidraconidae,Artedidraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
136233,Artedidraco shackletoni,-,Artedidraconidae,long_list,-,-,-,234817.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234817,Artedidraco shackletoni,"Waite, 1911",accepted,Species,234817.0,Artedidraco shackletoni,Perciformes,Artedidraconidae,Artedidraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2994821,Artedidraco skottsbergi,-,Artedidraconidae,long_list,-,-,-,234621.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234621,Artedidraco skottsbergi,"Lönnberg, 1905",superseded combination,Species,1765023.0,Neodraco skottsbergi,Perciformes,Artedidraconidae,Artedidraco,1.0,0.0,0.0,0.0,,2024-08-08T09:27:12.930Z
202058,Dolloidraco longedorsalis,-,Artedidraconidae,long_list,-,-,-,234696.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234696,Dolloidraco longedorsalis,"Roule, 1913",accepted,Species,234696.0,Dolloidraco longedorsalis,Perciformes,Artedidraconidae,Dolloidraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
36208,Histiodraco velifer,-,Artedidraconidae,long_list,-,-,-,234790.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234790,Histiodraco velifer,"(Regan, 1914)",accepted,Species,234790.0,Histiodraco velifer,Perciformes,Artedidraconidae,Histiodraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1090488,Pogonophryne albipinna,-,Artedidraconidae,long_list,-,-,-,279379.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279379,Pogonophryne albipinna,"Eakin, 1981",accepted,Species,279379.0,Pogonophryne albipinna,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
202065,Pogonophryne barsukovi,-,Artedidraconidae,long_list,-,-,-,234826.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234826,Pogonophryne barsukovi,"Andriashev, 1967",accepted,Species,234826.0,Pogonophryne barsukovi,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2855556,Pogonophryne bellingshausenensis,-,Artedidraconidae,long_list,-,-,-,398589.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=398589,Pogonophryne bellingshausenensis,"Eakin, Eastman & Matallanas, 2008",accepted,Species,398589.0,Pogonophryne bellingshausenensis,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2009-06-10T14:51:32.417Z
2855557,Pogonophryne brevibarbata,-,Artedidraconidae,long_list,-,-,-,712790.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=712790,Pogonophryne brevibarbata,"Balushkin, Petrov & Prutko, 2011",accepted,Species,712790.0,Pogonophryne brevibarbata,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2012-12-21T12:57:20.013Z
335993,Pogonophryne cerebropogon,-,Artedidraconidae,long_list,-,-,-,234832.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234832,Pogonophryne cerebropogon,"Eakin & Eastman, 1998",accepted,Species,234832.0,Pogonophryne cerebropogon,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
703227,Pogonophryne eakini,-,Artedidraconidae,long_list,-,-,-,279380.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279380,Pogonophryne eakini,"Balushkin, 1999",accepted,Species,279380.0,Pogonophryne eakini,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2855558,Pogonophryne fusca,-,Artedidraconidae,long_list,-,-,-,234659.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234659,Pogonophryne fusca,"Balushkin & Eakin, 1998",accepted,Species,234659.0,Pogonophryne fusca,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
703228,Pogonophryne immaculata,-,Artedidraconidae,long_list,-,-,-,234814.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234814,Pogonophryne immaculata,"Eakin, 1981",accepted,Species,234814.0,Pogonophryne immaculata,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2980670,Pogonophryne lanceobarbata,-,Artedidraconidae,long_list,-,-,-,234838.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234838,Pogonophryne lanceobarbata,"Eakin, 1987",accepted,Species,234838.0,Pogonophryne lanceobarbata,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
703229,Pogonophryne macropogon,-,Artedidraconidae,long_list,-,-,-,234756.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234756,Pogonophryne macropogon,"Eakin, 1981",accepted,Species,234756.0,Pogonophryne macropogon,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
202066,Pogonophryne marmorata,-,Artedidraconidae,long_list,-,-,-,234730.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234730,Pogonophryne marmorata,"Norman, 1938",accepted,Species,234730.0,Pogonophryne marmorata,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
202067,Pogonophryne mentella,-,Artedidraconidae,long_list,-,-,-,234668.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234668,Pogonophryne mentella,"Andriashev, 1967",accepted,Species,234668.0,Pogonophryne mentella,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2855559,Pogonophryne neyelovi,-,Artedidraconidae,long_list,-,-,-,835091.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=835091,Pogonophryne neyelovi,"Shandikov & Eakin, 2013",accepted,Species,835091.0,Pogonophryne neyelovi,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2017-07-04T08:16:25.400Z
703230,Pogonophryne orangiensis,-,Artedidraconidae,long_list,-,-,-,279381.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279381,Pogonophryne orangiensis,"Eakin & Balushkin, 1998",accepted,Species,279381.0,Pogonophryne orangiensis,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2004398,Pogonophryne permitini,-,Artedidraconidae,long_list,-,-,-,234611.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234611,Pogonophryne permitini,"Andriashev, 1967",accepted,Species,234611.0,Pogonophryne permitini,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
36210,Pogonophryne scotti,-,Artedidraconidae,long_list,-,-,-,234837.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234837,Pogonophryne scotti,"Regan, 1914",accepted,Species,234837.0,Pogonophryne scotti,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
2855555,Pogonophryne skorai,-,Artedidraconidae,long_list,-,-,-,835093.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=835093,Pogonophryne skorai,"Balushkin & Spodareva, 2013",accepted,Species,835093.0,Pogonophryne skorai,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2019-10-28T09:10:46.697Z
703231,Pogonophryne squamibarbata,-,Artedidraconidae,long_list,-,-,-,234693.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234693,Pogonophryne squamibarbata,"Eakin & Balushkin, 2000",accepted,Species,234693.0,Pogonophryne squamibarbata,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
703232,Pogonophryne stewarti,-,Artedidraconidae,long_list,-,-,-,712791.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=712791,Pogonophryne stewarti,"Eakin, Eastman & Near, 2009",accepted,Species,712791.0,Pogonophryne stewarti,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2012-12-21T12:57:20.013Z
2855560,Pogonophryne tronio,-,Artedidraconidae,long_list,-,-,-,835094.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=835094,Pogonophryne tronio,"Shandikov, Eakin & Usachev, 2013",accepted,Species,835094.0,Pogonophryne tronio,Perciformes,Artedidraconidae,Pogonophryne,1.0,0.0,0.0,0.0,,2017-07-04T08:16:25.400Z
240152,Aulorhynchus flavidus,-,Aulorhynchidae,long_list,-,-,-,279839.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279839,Aulorhynchus flavidus,"Gill, 1861",accepted,Species,279839.0,Aulorhynchus flavidus,Perciformes,Aulorhynchidae,Aulorhynchus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
202053,Acanthodraco dewitti,-,Bathydraconidae,long_list,-,-,-,234690.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234690,Acanthodraco dewitti,"Skóra, 1995",accepted,Species,234690.0,Acanthodraco dewitti,Perciformes,Bathydraconidae,Acanthodraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
227741,Akarotaxis nudiceps,-,Bathydraconidae,long_list,-,-,-,234600.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234600,Akarotaxis nudiceps,"(Waite, 1916)",accepted,Species,234600.0,Akarotaxis nudiceps,Perciformes,Bathydraconidae,Akarotaxis,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
487670,Bathydraco antarcticus,-,Bathydraconidae,long_list,-,-,-,234794.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234794,Bathydraco antarcticus,"Günther, 1878",accepted,Species,234794.0,Bathydraco antarcticus,Perciformes,Bathydraconidae,Bathydraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
487671,Bathydraco joannae,-,Bathydraconidae,long_list,-,-,-,234604.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234604,Bathydraco joannae,"DeWitt, 1985",accepted,Species,234604.0,Bathydraco joannae,Perciformes,Bathydraconidae,Bathydraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
202056,Bathydraco macrolepis,-,Bathydraconidae,long_list,-,-,-,234597.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234597,Bathydraco macrolepis,"Boulenger, 1907",accepted,Species,234597.0,Bathydraco macrolepis,Perciformes,Bathydraconidae,Bathydraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
12964,Bathydraco marri,-,Bathydraconidae,long_list,-,-,-,234816.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234816,Bathydraco marri,"Norman, 1938",accepted,Species,234816.0,Bathydraco marri,Perciformes,Bathydraconidae,Bathydraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
699249,Bathydraco scotiae,-,Bathydraconidae,long_list,-,-,-,234736.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234736,Bathydraco scotiae,"Dollo, 1906",accepted,Species,234736.0,Bathydraco scotiae,Perciformes,Bathydraconidae,Bathydraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
8216,Cygnodraco mawsoni,-,Bathydraconidae,long_list,-,-,-,234834.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234834,Cygnodraco mawsoni,"Waite, 1916",accepted,Species,234834.0,Cygnodraco mawsoni,Perciformes,Bathydraconidae,Cygnodraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
202060,Gerlachea australis,-,Bathydraconidae,long_list,-,-,-,234808.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234808,Gerlachea australis,"Dollo, 1900",accepted,Species,234808.0,Gerlachea australis,Perciformes,Bathydraconidae,Gerlachea,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
8218,Gymnodraco acuticeps,-,Bathydraconidae,long_list,-,-,-,234800.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234800,Gymnodraco acuticeps,"Boulenger, 1902",accepted,Species,234800.0,Gymnodraco acuticeps,Perciformes,Bathydraconidae,Gymnodraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
36187,Parachaenichthys charcoti,-,Bathydraconidae,long_list,-,-,-,234687.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234687,Parachaenichthys charcoti,"(Vaillant, 1906)",accepted,Species,234687.0,Parachaenichthys charcoti,Perciformes,Bathydraconidae,Parachaenichthys,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
202064,Parachaenichthys georgianus,-,Bathydraconidae,long_list,-,-,-,234722.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234722,Parachaenichthys georgianus,"(Fischer, 1885)",accepted,Species,234722.0,Parachaenichthys georgianus,Perciformes,Bathydraconidae,Parachaenichthys,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
202069,Prionodraco evansii,-,Bathydraconidae,long_list,-,-,-,234777.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234777,Prionodraco evansii,"Regan, 1914",accepted,Species,234777.0,Prionodraco evansii,Perciformes,Bathydraconidae,Prionodraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
202071,Psilodraco breviceps,-,Bathydraconidae,long_list,-,-,-,234694.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234694,Psilodraco breviceps,"Norman, 1937",accepted,Species,234694.0,Psilodraco breviceps,Perciformes,Bathydraconidae,Psilodraco,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
202073,Racovitzia glacialis,-,Bathydraconidae,long_list,-,-,-,234799.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234799,Racovitzia glacialis,"Dollo, 1900",accepted,Species,234799.0,Racovitzia glacialis,Perciformes,Bathydraconidae,Racovitzia,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
691752,Vomeridens infuscipinnis,-,Bathydraconidae,long_list,-,-,-,234750.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234750,Vomeridens infuscipinnis,"(DeWitt, 1964)",accepted,Species,234750.0,Vomeridens infuscipinnis,Perciformes,Bathydraconidae,Vomeridens,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1188226,Bathymaster caeruleofasciatus,-,Bathymasteridae,long_list,-,-,-,279415.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279415,Bathymaster caeruleofasciatus,"Gilbert & Burke, 1912",accepted,Species,279415.0,Bathymaster caeruleofasciatus,Perciformes,Bathymasteridae,Bathymaster,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
561508,Bathymaster derjugini,-,Bathymasteridae,long_list,-,-,-,279416.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279416,Bathymaster derjugini,"Lindberg, 1930",accepted,Species,279416.0,Bathymaster derjugini,Perciformes,Bathymasteridae,Bathymaster,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
641271,Bathymaster leurolepis,-,Bathymasteridae,long_list,-,-,-,254512.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254512,Bathymaster leurolepis,"McPhail, 1965",accepted,Species,254512.0,Bathymaster leurolepis,Perciformes,Bathymasteridae,Bathymaster,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
274808,Bathymaster signatus,-,Bathymasteridae,long_list,-,-,-,254513.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254513,Bathymaster signatus,"Cope, 1873",accepted,Species,254513.0,Bathymaster signatus,Perciformes,Bathymasteridae,Bathymaster,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
301822,Rathbunella hypoplecta,-,Bathymasteridae,long_list,-,-,-,282556.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282556,Rathbunella hypoplecta,"(Gilbert, 1890)",accepted,Species,282556.0,Rathbunella hypoplecta,Perciformes,Bathymasteridae,Rathbunella,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
428030,Ronquilus jordani,-,Bathymasteridae,long_list,-,-,-,282629.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282629,Ronquilus jordani,"(Gilbert, 1889)",accepted,Species,282629.0,Ronquilus jordani,Perciformes,Bathymasteridae,Ronquilus,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
1916736,Bembradium roseum,-,Bembridae,long_list,-,-,-,279893.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279893,Bembradium roseum,"Gilbert, 1905",accepted,Species,279893.0,Bembradium roseum,Perciformes,Bembridae,Bembradium,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
274736,Bembras japonica,-,Bembridae,long_list,-,-,-,279895.0,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279895,Bembras japonica,"Cuvier, 1829",accepted,Species,279895.0,Bembras japonica,Perciformes,Bembridae,Bembras,1.0,0.0,0.0,0.0,,2008-01-15T17:27:08.177Z
